feedback_id,feedback_text,source,created_at,customer_id,customer_tier,product_module,product_version,rating,language,feedback_type,category,sentiment,urgency,theme_hint,related_context_id,is_gold_label,label_source
FB-0108,"Onboarding was confusing, I didn't realize you had to create a 'workspace' before a 'project' before a 'task' - took me a while to figure out the hierarchy.",Survey,2026-06-28 09:00:00,CUST-1106,Free,Dashboard,v2.2.0,2,en,Usability issue,Product Feedback,Negative,Low,,,False,Synthetic
FB-0109,"The search bar doesn't distinguish between searching tasks vs. searching people vs. searching projects, results all get jumbled together.",Chat,2026-06-29 14:15:00,CUST-1107,Pro,Dashboard,v2.2.0,,en,Usability issue,Product Feedback,Neutral,Low,,,False,Synthetic
FB-0110,"Notification settings are split across three different pages (account, workspace, project) with no clear reason why.",Chat,2026-07-01 10:40:00,CUST-1108,Pro,Notifications,v2.2.0,,en,Usability issue,Product Feedback,Neutral,Low,,,False,Synthetic
FB-0111,"Permission levels (Viewer/Editor/Admin) aren't explained anywhere in the UI, had to guess what each one actually allows.",Support ticket,2026-07-02 15:20:00,CUST-1109,Enterprise,Authentication,v2.3.0,,en,Usability issue,Product Feedback,Neutral,Medium,,,False,Synthetic
FB-0112,"Filter combinations in the task list reset every time I navigate away, even though I use the same filters daily.",Chat,2026-07-03 09:55:00,CUST-1110,Pro,Task Management,v2.3.0,,en,Usability issue,Product Feedback,Negative,Low,,,False,Synthetic
FB-0113,"The report builder has too many options crammed onto one screen, genuinely hard to tell which settings matter for a basic report.",Survey,2026-07-04 13:10:00,CUST-1111,Pro,Reports,v2.3.0,2,en,Usability issue,Product Feedback,Negative,Low,,,False,Synthetic
FB-0114,"Mobile app menu icons aren't labeled, took a while to figure out which one was settings versus notifications.",App review,2026-07-06 20:00:00,CUST-1112,Free,Mobile App,v2.3.0,3,en,Usability issue,Product Feedback,Neutral,Low,,,False,Synthetic
FB-0115,"Archiving a project doesn't clearly explain what happens to the tasks inside it - are they archived too, deleted, or still active?",Chat,2026-07-07 11:25:00,CUST-1113,Pro,Task Management,v2.4.0,,en,Usability issue,Product Feedback,Neutral,Low,,,False,Synthetic
FB-0116,Task due dates and reminder times use different time formats (12hr vs 24hr) depending on which screen you're on.,Support ticket,2026-07-09 09:45:00,CUST-1114,Pro,Task Management,v2.4.0,,en,Usability issue,Product Feedback,Neutral,Low,,,False,Synthetic
FB-0117,Would help if the billing page showed a preview of the next invoice instead of just the current balance.,Chat,2026-07-10 10:30:00,CUST-1115,Pro,Billing,v2.4.0,,en,Usability issue,Product Feedback,Neutral,Low,,,False,Synthetic
FB-0118,"It's not obvious how to leave a workspace once you've joined it, ended up emailing support just to ask.",Email,2026-07-12 14:00:00,CUST-1116,Free,Authentication,v2.4.0,,en,Usability issue,Product Feedback,Neutral,Low,,,False,Synthetic
FB-0119,"Color coding for task priority isn't consistent between the list view and the board view, kind of confusing at a glance.",Chat,2026-07-13 09:15:00,CUST-1117,Pro,Task Management,v2.4.0,,en,Usability issue,Product Feedback,Neutral,Low,,,False,Synthetic
FB-0120,"Copy is inconsistent - some buttons say 'Delete,' others say 'Remove,' seems to do the same thing but reads like they might not.",Chat,2026-07-15 11:40:00,CUST-1118,Pro,Dashboard,v2.4.0,,en,Usability issue,Product Feedback,Neutral,Low,,,False,Synthetic
FB-0121,"The 'default view' setting doesn't actually stick between sessions, keeps reverting to list view even though I set board view.",Support ticket,2026-07-16 10:05:00,CUST-1119,Pro,Dashboard,v2.4.0,,en,Usability issue,Product Feedback,Negative,Low,,,False,Synthetic
FB-0122,Generating a report for a 3-month date range takes almost a full minute. Shorter ranges are fine.,Support ticket,2026-06-30 09:00:00,CUST-1120,Enterprise,Reports,v2.2.0,,en,Performance issue,Technical Issue,Neutral,Low,,,True,Manually verified
FB-0123,Search across the whole workspace is noticeably slower than searching within a single project.,Chat,2026-07-05 13:30:00,CUST-1121,Pro,Dashboard,v2.3.0,,en,Performance issue,Technical Issue,Neutral,Low,,,False,Synthetic
FB-0124,Le televersement d'une piece jointe de 30 Mo prend plusieurs minutes et echoue parfois.,Support ticket,2026-07-10 10:50:00,CUST-1122,Pro,Task Management,v2.4.0,,fr,Performance issue,Technical Issue,Negative,Medium,,,False,Synthetic
FB-0125,"Everything feels laggy for our team between 9-10am, presumably a peak traffic thing, fine rest of the day.",Chat,2026-07-13 09:20:00,CUST-1123,Pro,Dashboard,v2.4.0,,en,Performance issue,Technical Issue,Neutral,Low,,,False,Synthetic
FB-0126,"The task list view with lots of subtasks expanded gets really sluggish to scroll through, like the browser is struggling to keep up.",Support ticket,2026-07-16 11:15:00,CUST-1124,Pro,Task Management,v2.4.0,,en,Performance issue,Technical Issue,Negative,Low,,,False,Synthetic
FB-0127,"Noticed load times got worse across the board after the v2.5.0 update, not just one specific page.",Support ticket,2026-07-19 10:00:00,CUST-1125,Enterprise,Dashboard,v2.5.0,,en,Performance issue,Technical Issue,Negative,Medium,,,False,Synthetic
FB-0128,Called support about an urgent issue and waited 6 days for a first response. That's not acceptable for a paid plan.,Email,2026-07-06 09:00:00,CUST-1007,Pro,Task Management,v2.3.0,,en,Service complaint,Support Experience,Negative,Medium,,,False,Synthetic
FB-0129,Got moved from Pro to a 'legacy' plan without any notice and my price went up $8/month. Would've appreciated a heads up.,Support ticket,2026-07-11 12:20:00,CUST-1126,Pro,Billing,v2.4.0,,en,Service complaint,Support Experience,Negative,Medium,,,False,Synthetic
FB-0130,Support agent closed my ticket about the delayed notifications as 'resolved' without actually replying to my last message.,Support ticket,2026-07-09 15:35:00,CUST-1127,Pro,Notifications,v2.4.0,,en,Service complaint,Support Experience,Negative,Low,,,False,Synthetic
FB-0131,Renewed my plan and then this rejected billing feature request comes back with a canned 'not on our roadmap' response after 41 people asked for it. Feels like feedback goes nowhere here.,Community post,2026-07-16 09:50:00,CUST-1128,Pro,Billing,v2.5.0,,en,Service complaint,Support Experience,Negative,Low,,FR-007,True,Manually verified
FB-0132,Does FlowHub support single sign-on for Enterprise customers? We're going through a security review before renewing.,Chat,2026-07-17 10:15:00,CUST-1129,Enterprise,Authentication,v2.5.0,,en,Question,Inquiry,Neutral,Medium,,FR-005,True,Manually verified
FB-0133,What's actually different between the Pro and Enterprise plans besides price? The comparison page is pretty thin on details.,Chat,2026-07-02 11:00:00,CUST-1130,Free,Billing,v2.3.0,,en,Question,Inquiry,Neutral,Low,,,False,Synthetic
FB-0134,Is there a public API? Want to pull task data into our internal reporting tool.,Email,2026-07-06 09:30:00,CUST-1131,Enterprise,Integrations,v2.3.0,,en,Question,Inquiry,Neutral,Low,,,False,Synthetic
FB-0135,How do I fully cancel my subscription instead of just downgrading to Free? Can't find the option anywhere.,Email,2026-07-15 14:45:00,CUST-1132,Pro,Billing,v2.4.0,,en,Question,Inquiry,Neutral,Medium,,,False,Synthetic
FB-0136,"Can I rename my workspace after creating it, or is that locked in permanently?",Community post,2026-07-18 10:20:00,CUST-1133,Free,Dashboard,v2.5.0,,en,Question,Inquiry,Neutral,Low,,,False,Synthetic
FB-0137,"i cant log in, is there a support number i can call instead of email",Chat,2026-07-20 09:10:00,CUST-1134,Free,Authentication,v2.5.0,,en,Question,Inquiry,Neutral,Medium,,,True,Manually verified
FB-0138,Voces oferecem desconto para organizacoes sem fins lucrativos ou para uso educacional? Nao encontrei essa informacao na pagina de precos.,Email,2026-07-21 11:30:00,CUST-1135,Free,Billing,v2.6.0,,pt,Question,Inquiry,Neutral,Low,,,False,Synthetic
FB-0139,"Okta SSO login has been a huge win for our onboarding process, new hires get access so much faster now that they don't need separate credentials. Great addition.",Survey,2026-07-11 09:00:00,CUST-1136,Enterprise,Authentication,v2.4.0,5,en,Praise,Positive Feedback,Positive,Low,,FR-005,True,Manually verified
FB-0140,Password reset actually works now! Got the email in under a minute this time. Appreciate the fix.,App review,2026-06-26 10:40:00,CUST-1007,Free,Authentication,v2.2.0,5,en,Praise,Positive Feedback,Positive,Low,,BUG-009,False,Synthetic
FB-0141,"Just wanted to say the new task calendar view is genuinely great, makes weekly planning so much easier for our team.",Survey,2026-07-12 11:20:00,CUST-1137,Pro,Task Management,v2.4.0,5,en,Praise,Positive Feedback,Positive,Low,,,False,Synthetic
FB-0142,"Customer support fixed my billing question in under 20 minutes over chat today, fantastic experience, wanted to pass along the feedback.",Survey,2026-07-02 15:00:00,CUST-1138,Pro,Billing,v2.3.0,5,en,Praise,Positive Feedback,Positive,Low,,,False,Synthetic
FB-0143,Been using FlowHub for almost a year now and honestly it's the best PM tool we've tried for a small remote team.,App review,2026-07-21 20:10:00,CUST-1139,Pro,Dashboard,v2.6.0,5,en,Praise,Positive Feedback,Positive,Low,,,False,Synthetic
FB-0144,"The mobile app redesign is a big step up, feels much snappier and easier to navigate than the old version.",App review,2026-07-18 09:30:00,CUST-1140,Pro,Mobile App,v2.5.0,4,en,Praise,Positive Feedback,Positive,Low,,,False,Synthetic
FB-0145,"Simple but appreciated: love that task templates save time every sprint. Small thing, big impact.",Survey,2026-07-15 10:00:00,CUST-1141,Pro,Task Management,v2.4.0,5,en,Praise,Positive Feedback,Positive,Low,,,False,Synthetic
FB-0146,"5 estrellas, hace exactamente lo que necesitamos sin funciones innecesarias. La configuracion tomo unos 15 minutos para todo el equipo.",App review,2026-07-22 13:45:00,CUST-1142,Free,Dashboard,v2.6.0,5,es,Praise,Positive Feedback,Positive,Low,,,False,Synthetic
FB-0147,not sure if this is the right place but ok,Survey,2026-07-03 10:00:00,CUST-1143,Free,Dashboard,v2.3.0,3,en,Other,Other,Neutral,Low,,,True,Manually verified
FB-0148,"just wanted to check in and see how things are going with the product roadmap overall, no specific issue",Community post,2026-07-08 11:20:00,CUST-1144,Pro,Dashboard,v2.4.0,,en,Other,Other,Neutral,Low,,,False,Synthetic
FB-0149,make it better please. thanks,Survey,2026-07-14 09:00:00,CUST-1145,Free,Dashboard,v2.4.0,3,en,Other,Other,Neutral,Low,,,False,Synthetic
FB-0150,"This might be more of a general comment than a specific request but I think the whole platform could use a refresh in general - hard to pin down anything specific, just an overall feeling after using it for a while.",Community post,2026-07-17 14:10:00,CUST-1146,Pro,Dashboard,v2.5.0,,en,Other,Other,Mixed,Low,,,False,Synthetic
